Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
01;Østfold;0101;Halden;0000;Uoppgitt krets;A;Arbeiderpartiet;30,1;129;1018;6;1024;-6,5;-5,7;
01;Østfold;0101;Halden;0000;Uoppgitt krets;SV;Sosialistisk Venstreparti;4,9;129;167;1;168;2,6;2;
01;Østfold;0101;Halden;0000;Uoppgitt krets;RØDT;Rødt;2,8;129;94;1;95;2;0,6;
01;Østfold;0101;Halden;0000;Uoppgitt krets;SP;Senterpartiet;8;129;270;2;272;4,3;4,8;
01;Østfold;0101;Halden;0000;Uoppgitt krets;KRF;Kristelig Folkeparti;4,7;129;158;2;160;-1,6;-1,3;
01;Østfold;0101;Halden;0000;Uoppgitt krets;MDG;Miljøpartiet De Grønne;3,9;129;133;0;133;1,4;-0,8;
01;Østfold;0101;Halden;0000;Uoppgitt krets;V;Venstre;2,2;129;76;0;76;-2,2;-1,8;
01;Østfold;0101;Halden;0000;Uoppgitt krets;H;Høyre;22,9;129;777;1;778;-0,5;-5,6;
01;Østfold;0101;Halden;0000;Uoppgitt krets;FRP;Fremskrittspartiet;17,5;129;595;1;596;-0,1;8,7;
01;Østfold;0101;Halden;0000;Uoppgitt krets;ALLI;Alliansen;0,1;129;4;0;4;0,1;0,1;
01;Østfold;0101;Halden;0000;Uoppgitt krets;DEMN;Demokratene i Norge;0,2;129;6;0;6;0,1;-0,1;
01;Østfold;0101;Halden;0000;Uoppgitt krets;HELSE;Helsepartiet;0,7;129;23;0;23;0,7;0,7;
01;Østfold;0101;Halden;0000;Uoppgitt krets;KRISTNE;Partiet De Kristne;0,6;129;21;0;21;-0,2;-0,3;
01;Østfold;0101;Halden;0000;Uoppgitt krets;KYST;Kystpartiet;0;129;0;0;0;0;-0,1;
01;Østfold;0101;Halden;0000;Uoppgitt krets;LIBS;Liberalistene;0,5;129;17;0;17;0,5;0,5;
01;Østfold;0101;Halden;0000;Uoppgitt krets;PP;Pensjonistpartiet;0,7;129;24;0;24;0,1;-1,1;
01;Østfold;0101;Halden;0000;Uoppgitt krets;BLANKE;Blanke;0,9;129;29;1;30;0,2;-0,7;
01;Østfold;0101;Halden;0001;Halden;A;Arbeiderpartiet;33,5;5254;0;867;867;;-0,5;
01;Østfold;0101;Halden;0001;Halden;SV;Sosialistisk Venstreparti;7;5254;0;180;180;;3,6;
01;Østfold;0101;Halden;0001;Halden;RØDT;Rødt;4;5254;0;104;104;;0,1;
01;Østfold;0101;Halden;0001;Halden;SP;Senterpartiet;5,8;5254;0;149;149;;3,5;
01;Østfold;0101;Halden;0001;Halden;KRF;Kristelig Folkeparti;3,4;5254;0;87;87;;-1,7;
01;Østfold;0101;Halden;0001;Halden;MDG;Miljøpartiet De Grønne;3,3;5254;0;85;85;;-4,6;
01;Østfold;0101;Halden;0001;Halden;V;Venstre;3,1;5254;0;79;79;;-1,5;
01;Østfold;0101;Halden;0001;Halden;H;Høyre;22;5254;0;569;569;;-5;
01;Østfold;0101;Halden;0001;Halden;FRP;Fremskrittspartiet;16,8;5254;0;433;433;;8,7;
01;Østfold;0101;Halden;0001;Halden;ALLI;Alliansen;0,1;5254;0;3;3;;0,1;
01;Østfold;0101;Halden;0001;Halden;DEMN;Demokratene i Norge;0,2;5254;0;4;4;;-0,1;
01;Østfold;0101;Halden;0001;Halden;HELSE;Helsepartiet;0,3;5254;0;8;8;;0,3;
01;Østfold;0101;Halden;0001;Halden;KRISTNE;Partiet De Kristne;0,2;5254;0;4;4;;-0,9;
01;Østfold;0101;Halden;0001;Halden;KYST;Kystpartiet;0;5254;0;1;1;;-0,1;
01;Østfold;0101;Halden;0001;Halden;LIBS;Liberalistene;0,2;5254;0;4;4;;0,2;
