Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
01;Østfold;0101;Halden;0000;Hele kommunen;A;Arbeiderpartiet;36,6;22632;868;5250;6118;-5;1,6;
01;Østfold;0101;Halden;0000;Hele kommunen;SV;Sosialistisk Venstreparti;2,4;22632;55;345;400;-2,8;-1,3;
01;Østfold;0101;Halden;0000;Hele kommunen;RØDT;Rødt;0,8;22632;31;102;133;-0,3;-0,4;
01;Østfold;0101;Halden;0000;Hele kommunen;SP;Senterpartiet;3,7;22632;70;556;626;-0,8;-0,8;
01;Østfold;0101;Halden;0000;Hele kommunen;KRF;Kristelig Folkeparti;6,3;22632;172;875;1047;0,1;0,8;
01;Østfold;0101;Halden;0000;Hele kommunen;V;Venstre;4,4;22632;127;616;743;1,8;-0,3;
01;Østfold;0101;Halden;0000;Hele kommunen;H;Høyre;23,4;22632;708;3199;3907;11;-9,1;
01;Østfold;0101;Halden;0000;Hele kommunen;FRP;Fremskrittspartiet;17,7;22632;472;2482;2954;-6,7;8,8;
01;Østfold;0101;Halden;0000;Hele kommunen;DEMN;Demokratene i Norge;0,1;22632;0;10;10;0;-0,2;
01;Østfold;0101;Halden;0000;Hele kommunen;KRISTNE;De Kristne;0,9;22632;37;106;143;0,9;0,9;
01;Østfold;0101;Halden;0000;Hele kommunen;KSP;Kristent Samlingsparti;0,2;22632;5;24;29;0;-0,4;
01;Østfold;0101;Halden;0000;Hele kommunen;KYST;Kystpartiet;0;22632;1;6;7;-0,1;-0,1;
01;Østfold;0101;Halden;0000;Hele kommunen;MDG;Miljøpartiet De Grønne;2,5;22632;72;344;416;2;0,6;
01;Østfold;0101;Halden;0000;Hele kommunen;PIR;Piratpartiet;0,5;22632;10;72;82;0,5;0,5;
01;Østfold;0101;Halden;0000;Hele kommunen;PP;Pensjonistpartiet;0,6;22632;27;76;103;-0,4;-0,7;
01;Østfold;0101;Halden;0000;Hele kommunen;BLANKE;Blanke;0,6;22632;10;97;107;-0,1;-1;
01;Østfold;0104;Moss;0000;Hele kommunen;A;Arbeiderpartiet;35,5;22764;1232;4904;6136;-3,2;-0,3;
01;Østfold;0104;Moss;0000;Hele kommunen;SV;Sosialistisk Venstreparti;3,7;22764;155;482;637;-2,7;-0,3;
01;Østfold;0104;Moss;0000;Hele kommunen;RØDT;Rødt;1,6;22764;67;201;268;0,2;-1,4;
01;Østfold;0104;Moss;0000;Hele kommunen;SP;Senterpartiet;0,7;22764;20;96;116;-0,3;-0,1;
01;Østfold;0104;Moss;0000;Hele kommunen;KRF;Kristelig Folkeparti;3,3;22764;123;449;572;0,6;0,6;
01;Østfold;0104;Moss;0000;Hele kommunen;V;Venstre;4,5;22764;139;637;776;1,3;0,1;
01;Østfold;0104;Moss;0000;Hele kommunen;H;Høyre;28;22764;1088;3754;4842;8,5;-5,9;
01;Østfold;0104;Moss;0000;Hele kommunen;FRP;Fremskrittspartiet;18,8;22764;730;2511;3241;-7;6;
01;Østfold;0104;Moss;0000;Hele kommunen;DEMN;Demokratene i Norge;0;22764;3;5;8;0;-0,2;
01;Østfold;0104;Moss;0000;Hele kommunen;KRISTNE;De Kristne;0,3;22764;17;34;51;0,3;0,3;
01;Østfold;0104;Moss;0000;Hele kommunen;KSP;Kristent Samlingsparti;0;22764;2;6;8;-0,1;-0,1;
01;Østfold;0104;Moss;0000;Hele kommunen;KYST;Kystpartiet;0;22764;2;3;5;0;-0,1;
01;Østfold;0104;Moss;0000;Hele kommunen;MDG;Miljøpartiet De Grønne;2,8;22764;105;382;487;2,5;1,8;
01;Østfold;0104;Moss;0000;Hele kommunen;PIR;Piratpartiet;0,4;22764;10;58;68;0,4;0,4;
01;Østfold;0104;Moss;0000;Hele kommunen;PP;Pensjonistpartiet;0,3;22764;28;30;58;-0,5;-1;
01;Østfold;0104;Moss;0000;Hele kommunen;BLANKE;Blanke;0,5;22764;18;73;91;0;-0,8;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;A;Arbeiderpartiet;39,4;39631;2206;9267;11473;-5;-8,4;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;SV;Sosialistisk Venstreparti;1,7;39631;110;389;499;-1,7;-0,6;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;RØDT;Rødt;0,5;39631;41;111;152;0,1;0;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;SP;Senterpartiet;2,8;39631;120;708;828;-0,4;-0,6;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;KRF;Kristelig Folkeparti;5,3;39631;310;1241;1551;-0,4;-0,8;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;V;Venstre;2,8;39631;168;661;829;1;0,5;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;H;Høyre;22,9;39631;1375;5283;6658;10,8;2,4;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;FRP;Fremskrittspartiet;20,3;39631;1167;4744;5911;-6,8;6,6;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;DEMN;Demokratene i Norge;0,1;39631;13;14;27;0;-0,1;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;KRISTNE;De Kristne;1,2;39631;92;247;339;1,2;1,2;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;KSP;Kristent Samlingsparti;0,1;39631;5;28;33;-0,1;-0,2;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;KYST;Kystpartiet;0;39631;2;9;11;0;0;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;MDG;Miljøpartiet De Grønne;1,4;39631;114;293;407;1,2;1;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;PIR;Piratpartiet;0,3;39631;10;82;92;0,3;0,3;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;PP;Pensjonistpartiet;1;39631;84;196;280;-0,2;-1;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;BLANKE;Blanke;0,6;39631;26;146;172;0;-0,4;
01;Østfold;0106;Fredrikstad;0000;Hele kommunen;A;Arbeiderpartiet;37,6;57134;6605;9536;16141;-5,1;-11,6;
01;Østfold;0106;Fredrikstad;0000;Hele kommunen;SV;Sosialistisk Venstreparti;2,5;57134;447;620;1067;-2,4;-0,6;
