Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
01;Østfold;0101;Halden;0000;Hele kommunen;A;Arbeiderpartiet;41,5;21826;1025;5584;6609;2,1;0,5;
01;Østfold;0101;Halden;0000;Hele kommunen;SV;Sosialistisk Venstreparti;5,2;21826;179;651;830;-3,3;-1,4;
01;Østfold;0101;Halden;0000;Hele kommunen;RØDT;Rødt;1,1;21826;34;135;169;0,2;-0,7;
01;Østfold;0101;Halden;0000;Hele kommunen;SP;Senterpartiet;4,6;21826;88;639;727;0,2;-0,9;
01;Østfold;0101;Halden;0000;Hele kommunen;KRF;Kristelig Folkeparti;6,1;21826;167;811;978;-1,2;-1,6;
01;Østfold;0101;Halden;0000;Hele kommunen;V;Venstre;2,6;21826;74;342;416;-1,4;-0,3;
01;Østfold;0101;Halden;0000;Hele kommunen;H;Høyre;12,3;21826;300;1663;1963;1,7;-0,2;
01;Østfold;0101;Halden;0000;Hele kommunen;FRP;Fremskrittspartiet;24,4;21826;668;3209;3877;1,3;7,2;
01;Østfold;0101;Halden;0000;Hele kommunen;AML;AML;0,2;21826;5;21;26;-0,1;0,2;
01;Østfold;0101;Halden;0000;Hele kommunen;DEMN;Demokratene i Norge;0,1;21826;2;11;13;0;-0,2;
01;Østfold;0101;Halden;0000;Hele kommunen;KSP;Kristent Samlingsparti;0,2;21826;6;27;33;0;-0,5;
01;Østfold;0101;Halden;0000;Hele kommunen;KYST;Kystpartiet;0,1;21826;4;11;15;-0,1;0;
01;Østfold;0101;Halden;0000;Hele kommunen;MDG;Miljøpartiet De Grønne;0,5;21826;19;66;85;0,4;-1,5;
01;Østfold;0101;Halden;0000;Hele kommunen;PP;Pensjonistpartiet;1;21826;40;126;166;0,4;-0,5;
01;Østfold;0104;Moss;0000;Hele kommunen;A;Arbeiderpartiet;38,7;22187;1280;5103;6383;2,6;1,9;
01;Østfold;0104;Moss;0000;Hele kommunen;SV;Sosialistisk Venstreparti;6,4;22187;222;837;1059;-3,1;-0,4;
01;Østfold;0104;Moss;0000;Hele kommunen;RØDT;Rødt;1,3;22187;44;172;216;0,2;-1,6;
01;Østfold;0104;Moss;0000;Hele kommunen;SP;Senterpartiet;0,9;22187;33;120;153;-0,2;0;
01;Østfold;0104;Moss;0000;Hele kommunen;KRF;Kristelig Folkeparti;2,7;22187;93;355;448;-1;-0,4;
01;Østfold;0104;Moss;0000;Hele kommunen;V;Venstre;3,2;22187;134;389;523;-1,5;-1,3;
01;Østfold;0104;Moss;0000;Hele kommunen;H;Høyre;19,5;22187;562;2657;3219;3,7;-2,2;
01;Østfold;0104;Moss;0000;Hele kommunen;FRP;Fremskrittspartiet;25,7;22187;1017;3224;4241;0;5,8;
01;Østfold;0104;Moss;0000;Hele kommunen;AML;AML;0,1;22187;0;10;10;-0,1;0,1;
01;Østfold;0104;Moss;0000;Hele kommunen;DEMN;Demokratene i Norge;0;22187;2;5;7;0;-0,1;
01;Østfold;0104;Moss;0000;Hele kommunen;KSP;Kristent Samlingsparti;0,1;22187;5;17;22;0,1;0;
01;Østfold;0104;Moss;0000;Hele kommunen;KYST;Kystpartiet;0;22187;3;3;6;-0,1;-0,1;
01;Østfold;0104;Moss;0000;Hele kommunen;MDG;Miljøpartiet De Grønne;0,3;22187;10;43;53;0,2;-0,3;
01;Østfold;0104;Moss;0000;Hele kommunen;PP;Pensjonistpartiet;0,8;22187;55;79;134;-0,4;-1,4;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;A;Arbeiderpartiet;44,4;38705;1635;10818;12453;1,9;0,6;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;SV;Sosialistisk Venstreparti;3,4;38705;155;789;944;-2,8;-0,8;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;RØDT;Rødt;0,4;38705;20;100;120;0;-0,3;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;SP;Senterpartiet;3,2;38705;79;829;908;-0,2;-0,9;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;KRF;Kristelig Folkeparti;5,7;38705;246;1361;1607;-1,1;-1,5;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;V;Venstre;1,8;38705;104;412;516;-1;-0,5;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;H;Høyre;12,1;38705;449;2940;3389;2,3;-1;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;FRP;Fremskrittspartiet;27,1;38705;1183;6415;7598;1;6,5;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;AML;AML;0,1;38705;6;22;28;0;0,1;
01;Østfold;0105;Sarpsborg;0000;Hele kommunen;DEMN;Demokratene i Norge;0,1;38705;6;14;20;0;-0,1;
