kode,aar,befolkning
3112,2005,0
3112,2006,0
3112,2007,0
3112,2008,0
3112,2009,0
3112,2010,0
3112,2011,0
3112,2012,0
3112,2013,0
3112,2014,0
3112,2015,0
3112,2016,0
3112,2017,0
3112,2018,0
3112,2019,0
3112,2020,0
3112,2021,0
3112,2022,0
3112,2023,0
3112,2024,7883
3112,2025,7850
3112,2026,7892
3114,1986,0
3114,1987,0
3114,1988,0
3114,1989,0
3114,1990,0
3114,1991,0
3114,1992,0
3114,1993,0
3114,1994,0
3114,1995,0
3114,1996,0
3114,1997,0
3114,1998,0
3114,1999,0
3114,2000,0
3114,2001,0
3114,2002,0
3114,2003,0
3114,2004,0
3114,2005,0
3114,2006,0
3114,2007,0
3114,2008,0
3114,2009,0
3114,2010,0
3114,2011,0
3114,2012,0
3114,2013,0
3114,2014,0
3114,2015,0
3114,2016,0
3114,2017,0
3114,2018,0
3114,2019,0
3114,2020,0
3114,2021,0
3114,2022,0
3114,2023,0
3114,2024,6145
3114,2025,6162
3114,2026,6229
3116,1986,0
3116,1987,0
3116,1988,0
3116,1989,0
3116,1990,0
3116,1991,0
3116,1992,0
3116,1993,0
3116,1994,0
3116,1995,0
3116,1996,0
3116,1997,0
3116,1998,0
3116,1999,0
3116,2000,0
3116,2001,0
3116,2002,0
3116,2003,0
3116,2004,0
3116,2005,0
3116,2006,0
3116,2007,0
3116,2008,0
3116,2009,0
3116,2010,0
3116,2011,0
3116,2012,0
3116,2013,0
3116,2014,0
3116,2015,0
3116,2016,0
3116,2017,0
3116,2018,0
3116,2019,0
3116,2020,0
3116,2021,0
3116,2022,0
3116,2023,0
3116,2024,3919
3116,2025,3956
3116,2026,3940
3118,1986,0
3118,1987,0
3118,1988,0
3118,1989,0
3118,1990,0
3118,1991,0
3118,1992,0
3118,1993,0
3118,1994,0
3118,1995,0
3118,1996,0
3118,1997,0
3118,1998,0
3118,1999,0
3118,2000,0
3118,2001,0
3118,2002,0
3118,2003,0
3118,2004,0
3118,2005,0
3118,2006,0
3118,2007,0
3118,2008,0
3118,2009,0
3118,2010,0
3118,2011,0
3118,2012,0
3118,2013,0
3118,2014,0
3118,2015,0
3118,2016,0
3118,2017,0
3118,2018,0
3118,2019,0
3118,2020,0
3118,2021,0
3118,2022,0
3118,2023,0
3118,2024,47006
3118,2025,47449
3118,2026,47943
3120,1986,0
3120,1987,0
3120,1988,0
3120,1989,0
3120,1990,0
3120,1991,0
3120,1992,0
3120,1993,0
3120,1994,0
3120,1995,0
3120,1996,0
3120,1997,0
3120,1998,0
3120,1999,0
3120,2000,0
3120,2001,0
3120,2002,0
3120,2003,0
3120,2004,0
3120,2005,0
3120,2006,0
3120,2007,0
3120,2008,0
3120,2009,0
3120,2010,0
3120,2011,0
3120,2012,0
3120,2013,0
3120,2014,0
3120,2015,0
3120,2016,0
3120,2017,0
3120,2018,0
3120,2019,0
3120,2020,0
3120,2021,0
3120,2022,0
3120,2023,0
3120,2024,8420
3120,2025,8527
3120,2026,8583
3122,1986,0
3122,1987,0
3122,1988,0
3122,1989,0
3122,1990,0
3122,1991,0
3122,1992,0
3122,1993,0
3122,1994,0
3122,1995,0
3122,1996,0
3122,1997,0
3122,1998,0
3122,1999,0
3122,2000,0
3122,2001,0
3122,2002,0
3122,2003,0
3122,2004,0
3122,2005,0
3122,2006,0
3122,2007,0
3122,2008,0
3122,2009,0
3122,2010,0
3122,2011,0
3122,2012,0
3122,2013,0
3122,2014,0
3122,2015,0
3122,2016,0
3122,2017,0
3122,2018,0
3122,2019,0
3122,2020,0
3122,2021,0
3122,2022,0
3122,2023,0
3122,2024,3658
3122,2025,3655
3122,2026,3647
3124,1986,0
3124,1987,0
3124,1988,0
3124,1989,0
3124,1990,0
3124,1991,0
3124,1992,0
3124,1993,0
3124,1994,0
3124,1995,0
3124,1996,0
3124,1997,0
3124,1998,0
3124,1999,0
3124,2000,0
3124,2001,0
3124,2002,0
3124,2003,0
3124,2004,0
3124,2005,0
3124,2006,0
3124,2007,0
3124,2008,0
3124,2009,0
3124,2010,0
3124,2011,0
3124,2012,0
3124,2013,0
3124,2014,0
3124,2015,0
3124,2016,0
3124,2017,0
3124,2018,0
3124,2019,0
3124,2020,0
3124,2021,0
3124,2022,0
3124,2023,0
3124,2024,1347
3124,2025,1346
3124,2026,1354
3201,1986,0
3201,1987,0
3201,1988,0
3201,1989,0
3201,1990,0
3201,1991,0
3201,1992,0
3201,1993,0
3201,1994,0
3201,1995,0
3201,1996,0
3201,1997,0
3201,1998,0
3201,1999,0
3201,2000,0
3201,2001,0
3201,2002,0
3201,2003,0
3201,2004,0
3201,2005,0
3201,2006,0
3201,2007,0
3201,2008,0
3201,2009,0
3201,2010,0
3201,2011,0
3201,2012,0
3201,2013,0
3201,2014,0
3201,2015,0
3201,2016,0
3201,2017,0
3201,2018,0
3201,2019,0
3201,2020,0
3201,2021,0
3201,2022,0
3201,2023,0
3201,2024,130921
3201,2025,132358
3201,2026,133228
3203,1986,0
3203,1987,0
3203,1988,0
3203,1989,0
3203,1990,0
3203,1991,0
3203,1992,0
3203,1993,0
3203,1994,0
3203,1995,0
3203,1996,0
3203,1997,0
3203,1998,0
3203,1999,0
3203,2000,0
3203,2001,0
3203,2002,0
3203,2003,0
3203,2004,0
3203,2005,0
3203,2006,0
3203,2007,0
3203,2008,0
3203,2009,0
3203,2010,0
3203,2011,0
3203,2012,0
3203,2013,0
3203,2014,0
3203,2015,0
3203,2016,0
3203,2017,0
3203,2018,0
3203,2019,0
3203,2020,0
3203,2021,0
3203,2022,0
3203,2023,0
3203,2024,98815
3203,2025,100492
3203,2026,101509
3205,1986,0
3205,1987,0
3205,1988,0
3205,1989,0
3205,1990,0
3205,1991,0
3205,1992,0
3205,1993,0
3205,1994,0
3205,1995,0
3205,1996,0
3205,1997,0
3205,1998,0
3205,1999,0
3205,2000,0
3205,2001,0
3205,2002,0
3205,2003,0
3205,2004,0
3205,2005,0
3205,2006,0
3205,2007,0
3205,2008,0
3205,2009,0
3205,2010,0
3205,2011,0
3205,2012,0
3205,2013,0
3205,2014,0
3205,2015,0
3205,2016,0
3205,2017,0
3205,2018,0
3205,2019,0
3205,2020,0
3205,2021,0
3205,2022,0
3205,2023,0
3205,2024,94201
3205,2025,95762
3205,2026,96771
3207,1986,0
3207,1987,0
3207,1988,0
3207,1989,0
3207,1990,0
3207,1991,0
3207,1992,0
3207,1993,0
3207,1994,0
3207,1995,0
3207,1996,0
3207,1997,0
3207,1998,0
3207,1999,0
3207,2000,0
3207,2001,0
3207,2002,0
3207,2003,0
3207,2004,0
3207,2005,0
3207,2006,0
3207,2007,0
3207,2008,0
3207,2009,0
3207,2010,0
3207,2011,0
3207,2012,0
3207,2013,0
3207,2014,0
3207,2015,0
3207,2016,0
3207,2017,0
3207,2018,0
3207,2019,0
3207,2020,0
3207,2021,0
3207,2022,0
3207,2023,0
3207,2024,63560
3207,2025,64668
3207,2026,65381
3209,1986,0
3209,1987,0
3209,1988,0
3209,1989,0
3209,1990,0
3209,1991,0
3209,1992,0
3209,1993,0
3209,1994,0
3209,1995,0
3209,1996,0
3209,1997,0
3209,1998,0
3209,1999,0
3209,2000,0
3209,2001,0
3209,2002,0
3209,2003,0
3209,2004,0
3209,2005,0
3209,2006,0
3209,2007,0
3209,2008,0
3209,2009,0
3209,2010,0
3209,2011,0
3209,2012,0
3209,2013,0
3209,2014,0
3209,2015,0
3209,2016,0
3209,2017,0
3209,2018,0
3209,2019,0
3209,2020,0
3209,2021,0
3209,2022,0
3209,2023,0
3209,2024,43814
3209,2025,45066
3209,2026,45982
3212,1986,0
3212,1987,0
3212,1988,0
3212,1989,0
3212,1990,0
3212,1991,0
3212,1992,0
3212,1993,0
3212,1994,0
3212,1995,0
3212,1996,0
3212,1997,0
3212,1998,0
3212,1999,0
3212,2000,0
3212,2001,0
3212,2002,0
3212,2003,0
3212,2004,0
3212,2005,0
3212,2006,0
3212,2007,0
3212,2008,0
3212,2009,0
3212,2010,0
3212,2011,0
3212,2012,0
3212,2013,0
3212,2014,0
3212,2015,0
3212,2016,0
3212,2017,0
3212,2018,0
3212,2019,0
3212,2020,0
3212,2021,0
3212,2022,0
3212,2023,0
3212,2024,20521
3212,2025,20698
3212,2026,21005
3214,1986,0
3214,1987,0
3214,1988,0
3214,1989,0
3214,1990,0
3214,1991,0
3214,1992,0
3214,1993,0
3214,1994,0
3214,1995,0
3214,1996,0
3214,1997,0
3214,1998,0
3214,1999,0
3214,2000,0
3214,2001,0
3214,2002,0
3214,2003,0
3214,2004,0
3214,2005,0
3214,2006,0
3214,2007,0
3214,2008,0
3214,2009,0
3214,2010,0
3214,2011,0
3214,2012,0
3214,2013,0
3214,2014,0
3214,2015,0
3214,2016,0
3214,2017,0
3214,2018,0
3214,2019,0
3214,2020,0
3214,2021,0
3214,2022,0
3214,2023,0
3214,2024,16244
3214,2025,16337
3214,2026,16429
3216,1986,0
3216,1987,0
3216,1988,0
3216,1989,0
3216,1990,0
3216,1991,0
3216,1992,0
3216,1993,0
3216,1994,0
3216,1995,0
3216,1996,0
3216,1997,0
3216,1998,0
3216,1999,0
3216,2000,0
3216,2001,0
3216,2002,0
3216,2003,0
3216,2004,0
3216,2005,0
3216,2006,0
3216,2007,0
3216,2008,0
3216,2009,0
3216,2010,0
3216,2011,0
3216,2012,0
3216,2013,0
3216,2014,0
3216,2015,0
3216,2016,0
3216,2017,0
3216,2018,0
3216,2019,0
3216,2020,0
3216,2021,0
3216,2022,0
3216,2023,0
3216,2024,19493
3216,2025,19855
3216,2026,20167
3218,1986,0
3218,1987,0
3218,1988,0
3218,1989,0
3218,1990,0
3218,1991,0
3218,1992,0
3218,1993,0
3218,1994,0
3218,1995,0
3218,1996,0
3218,1997,0
3218,1998,0
3218,1999,0
3218,2000,0
3218,2001,0
3218,2002,0
3218,2003,0
3218,2004,0
3218,2005,0
3218,2006,0
3218,2007,0
3218,2008,0
3218,2009,0
3218,2010,0
3218,2011,0
3218,2012,0
3218,2013,0
3218,2014,0
3218,2015,0
3218,2016,0
3218,2017,0
3218,2018,0
3218,2019,0
3218,2020,0
3218,2021,0
3218,2022,0
3218,2023,0
3218,2024,22005
3218,2025,22344
3218,2026,22725
3220,1986,0
3220,1987,0
3220,1988,0
3220,1989,0
3220,1990,0
3220,1991,0
3220,1992,0
3220,1993,0
3220,1994,0
3220,1995,0
3220,1996,0
3220,1997,0
3220,1998,0
3220,1999,0
3220,2000,0
3220,2001,0
3220,2002,0
3220,2003,0
3220,2004,0
3220,2005,0
3220,2006,0
3220,2007,0
3220,2008,0
3220,2009,0
3220,2010,0
3220,2011,0
3220,2012,0
3220,2013,0
3220,2014,0
3220,2015,0
3220,2016,0
3220,2017,0
3220,2018,0
3220,2019,0
3220,2020,0
3220,2021,0
3220,2022,0
3220,2023,0
3220,2024,11482
3220,2025,11549
3220,2026,11697
3222,1986,0
3222,1987,0
3222,1988,0
3222,1989,0
3222,1990,0
3222,1991,0
3222,1992,0
3222,1993,0
3222,1994,0
3222,1995,0
3222,1996,0
3222,1997,0
3222,1998,0
3222,1999,0
3222,2000,0
3222,2001,0
3222,2002,0
3222,2003,0
3222,2004,0
3222,2005,0
3222,2006,0
3222,2007,0
3222,2008,0
3222,2009,0
3222,2010,0
3222,2011,0
3222,2012,0
3222,2013,0
3222,2014,0
3222,2015,0
3222,2016,0
3222,2017,0
3222,2018,0
3222,2019,0
3222,2020,0
3222,2021,0
3222,2022,0
3222,2023,0
3222,2024,48188
3222,2025,50013
3222,2026,51511
3224,1986,0
3224,1987,0
3224,1988,0
3224,1989,0
3224,1990,0
3224,1991,0
3224,1992,0
3224,1993,0
3224,1994,0
3224,1995,0
3224,1996,0
3224,1997,0
3224,1998,0
3224,1999,0
3224,2000,0
3224,2001,0
3224,2002,0
3224,2003,0
3224,2004,0
3224,2005,0
3224,2006,0
3224,2007,0
3224,2008,0
3224,2009,0
3224,2010,0
3224,2011,0
3224,2012,0
3224,2013,0
3224,2014,0
3224,2015,0
3224,2016,0
3224,2017,0
3224,2018,0
3224,2019,0
3224,2020,0
3224,2021,0
3224,2022,0
3224,2023,0
3224,2024,20099
3224,2025,20509
3224,2026,20904
3226,1986,0
3226,1987,0
3226,1988,0
3226,1989,0
3226,1990,0
3226,1991,0
3226,1992,0
3226,1993,0
3226,1994,0
3226,1995,0
3226,1996,0
3226,1997,0
3226,1998,0
3226,1999,0
3226,2000,0
3226,2001,0
3226,2002,0
3226,2003,0
3226,2004,0
3226,2005,0
3226,2006,0
3226,2007,0
3226,2008,0
3226,2009,0
3226,2010,0
3226,2011,0
3226,2012,0
3226,2013,0
3226,2014,0
3226,2015,0
3226,2016,0
3226,2017,0
3226,2018,0
3226,2019,0
3226,2020,0
3226,2021,0
3226,2022,0
3226,2023,0
3226,2024,18058
3226,2025,18314
3226,2026,18458
3228,1986,0
3228,1987,0
3228,1988,0
3228,1989,0
3228,1990,0
3228,1991,0
3228,1992,0
3228,1993,0
3228,1994,0
3228,1995,0
3228,1996,0
3228,1997,0
3228,1998,0
3228,1999,0
3228,2000,0
3228,2001,0
3228,2002,0
3228,2003,0
3228,2004,0
3228,2005,0
3228,2006,0
3228,2007,0
3228,2008,0
3228,2009,0
3228,2010,0
3228,2011,0
3228,2012,0
3228,2013,0
3228,2014,0
3228,2015,0
3228,2016,0
3228,2017,0
3228,2018,0
3228,2019,0
3228,2020,0
3228,2021,0
3228,2022,0
3228,2023,0
3228,2024,24645
3228,2025,24897
3228,2026,24948
3230,1986,0
3230,1987,0
3230,1988,0
3230,1989,0
3230,1990,0
3230,1991,0
3230,1992,0
3230,1993,0
3230,1994,0
3230,1995,0
3230,1996,0
3230,1997,0
3230,1998,0
3230,1999,0
3230,2000,0
3230,2001,0
3230,2002,0
3230,2003,0
3230,2004,0
3230,2005,0
3230,2006,0
3230,2007,0
3230,2008,0
3230,2009,0
3230,2010,0
3230,2011,0
3230,2012,0
3230,2013,0
3230,2014,0
3230,2015,0
3230,2016,0
3230,2017,0
3230,2018,0
3230,2019,0
3230,2020,0
3230,2021,0
3230,2022,0
3230,2023,0
3230,2024,7398
3230,2025,7453
3230,2026,7478
3232,1986,0
3232,1987,0
3232,1988,0
3232,1989,0
3232,1990,0
3232,1991,0
3232,1992,0
3232,1993,0
3232,1994,0
3232,1995,0
3232,1996,0
3232,1997,0
3232,1998,0
3232,1999,0
3232,2000,0
3232,2001,0
3232,2002,0
3232,2003,0
3232,2004,0
3232,2005,0
3232,2006,0
3232,2007,0
3232,2008,0
3232,2009,0
3232,2010,0
3232,2011,0
3232,2012,0
3232,2013,0
3232,2014,0
3232,2015,0
3232,2016,0
3232,2017,0
3232,2018,0
3232,2019,0
3232,2020,0
3232,2021,0
3232,2022,0
3232,2023,0
3232,2024,25882
3232,2025,26023
3232,2026,26032
3234,1986,0
3234,1987,0
3234,1988,0
3234,1989,0
3234,1990,0
3234,1991,0
3234,1992,0
3234,1993,0
3234,1994,0
3234,1995,0
3234,1996,0
3234,1997,0
3234,1998,0
3234,1999,0
3234,2000,0
3234,2001,0
3234,2002,0
3234,2003,0
3234,2004,0
3234,2005,0
3234,2006,0
3234,2007,0
3234,2008,0
3234,2009,0
3234,2010,0
3234,2011,0
3234,2012,0
3234,2013,0
3234,2014,0
3234,2015,0
3234,2016,0
3234,2017,0
3234,2018,0
3234,2019,0
3234,2020,0
3234,2021,0
3234,2022,0
3234,2023,0
3234,2024,9357
3234,2025,9420
3234,2026,9463
3236,1986,0
3236,1987,0
3236,1988,0
3236,1989,0
3236,1990,0
3236,1991,0
3236,1992,0
3236,1993,0
3236,1994,0
3236,1995,0
3236,1996,0
3236,1997,0
3236,1998,0
3236,1999,0
3236,2000,0
3236,2001,0
3236,2002,0
3236,2003,0
3236,2004,0
3236,2005,0
3236,2006,0
3236,2007,0
3236,2008,0
3236,2009,0
3236,2010,0
3236,2011,0
3236,2012,0
3236,2013,0
3236,2014,0
3236,2015,0
3236,2016,0
3236,2017,0
3236,2018,0
3236,2019,0
3236,2020,0
3236,2021,0
3236,2022,0
3236,2023,0
3236,2024,7037
3236,2025,7043
3236,2026,7040
3238,1986,0
3238,1987,0
3238,1988,0
3238,1989,0
3238,1990,0
3238,1991,0
3238,1992,0
3238,1993,0
3238,1994,0
3238,1995,0
3238,1996,0
3238,1997,0
3238,1998,0
3238,1999,0
3238,2000,0
3238,2001,0
3238,2002,0
3238,2003,0
3238,2004,0
3238,2005,0
3238,2006,0
3238,2007,0
3238,2008,0
3238,2009,0
3238,2010,0
3238,2011,0
3238,2012,0
3238,2013,0
3238,2014,0
3238,2015,0
3238,2016,0
3238,2017,0
3238,2018,0
3238,2019,0
3238,2020,0
3238,2021,0
3238,2022,0
3238,2023,0
3238,2024,16126
3238,2025,16505
3238,2026,16662
3240,1986,0
3240,1987,0
3240,1988,0
3240,1989,0
3240,1990,0
3240,1991,0
3240,1992,0
3240,1993,0
3240,1994,0
3240,1995,0
3240,1996,0
3240,1997,0
3240,1998,0
3240,1999,0
3240,2000,0
3240,2001,0
3240,2002,0
3240,2003,0
3240,2004,0
3240,2005,0
3240,2006,0
3240,2007,0
3240,2008,0
3240,2009,0
3240,2010,0
3240,2011,0
3240,2012,0
3240,2013,0
3240,2014,0
3240,2015,0
3240,2016,0
3240,2017,0
3240,2018,0
3240,2019,0
3240,2020,0
3240,2021,0
3240,2022,0
3240,2023,0
3240,2024,27916
3240,2025,28352
3240,2026,28739
3242,1986,0
3242,1987,0
3242,1988,0
3242,1989,0
3242,1990,0
3242,1991,0
3242,1992,0
3242,1993,0
3242,1994,0
3242,1995,0
3242,1996,0
3242,1997,0
3242,1998,0
3242,1999,0
3242,2000,0
3242,2001,0
3242,2002,0
3242,2003,0
3242,2004,0
3242,2005,0
3242,2006,0
3242,2007,0
3242,2008,0
3242,2009,0
3242,2010,0
3242,2011,0
3242,2012,0
3242,2013,0
3242,2014,0
3242,2015,0
3242,2016,0
3242,2017,0
3242,2018,0
3242,2019,0
3242,2020,0
3242,2021,0
3242,2022,0
3242,2023,0
3242,2024,3041
3242,2025,3022
3242,2026,3078
3001,1986,0
3001,1987,0
3001,1988,0
3001,1989,0
3001,1990,0
3001,1991,0
3001,1992,0
3001,1993,0
3001,1994,0
3001,1995,0
3001,1996,0
3001,1997,0
3001,1998,0
3001,1999,0
3001,2000,0
3001,2001,0
3001,2002,0
3001,2003,0
3001,2004,0
3001,2005,0
3001,2006,0
3001,2007,0
3001,2008,0
3001,2009,0
3001,2010,0
3001,2011,0
3001,2012,0
3001,2013,0
3001,2014,0
3001,2015,0
3001,2016,0
3001,2017,0
3001,2018,0
3001,2019,0
3001,2020,31373
3001,2021,31387
3001,2022,31444
3001,2023,31730
3001,2024,0
3001,2025,0
3001,2026,0
3002,1986,0
3002,1987,0
3002,1988,0
3002,1989,0
3002,1990,0
3002,1991,0
3002,1992,0
3002,1993,0
3002,1994,0
3002,1995,0
3002,1996,0
3002,1997,0
3002,1998,0
3002,1999,0
3002,2000,0
3002,2001,0
3002,2002,0
3002,2003,0
3002,2004,0
3002,2005,0
3002,2006,0
3002,2007,0
3002,2008,0
3002,2009,0
3002,2010,0
3002,2011,0
3002,2012,0
3002,2013,0
3002,2014,0
3002,2015,0
3002,2016,0
3002,2017,0
3002,2018,0
3002,2019,0
3002,2020,49273
3002,2021,49668
3002,2022,50290
3002,2023,51240
3002,2024,0
3002,2025,0
3002,2026,0
3003,1986,0
3003,1987,0
3003,1988,0
3003,1989,0
3003,1990,0
3003,1991,0
3003,1992,0
3003,1993,0
3003,1994,0
3003,1995,0
3003,1996,0
3003,1997,0
3003,1998,0
3003,1999,0
3003,2000,0
3003,2001,0
3003,2002,0
3003,2003,0
3003,2004,0
3003,2005,0
3003,2006,0
3003,2007,0
3003,2008,0
3003,2009,0
3003,2010,0
3003,2011,0
3003,2012,0
3003,2013,0
3003,2014,0
3003,2015,0
3003,2016,0
3003,2017,0
3003,2018,0
3003,2019,0
3003,2020,56732
3003,2021,57372
3003,2022,58182
3003,2023,59038
3003,2024,0
3003,2025,0
3003,2026,0
3004,1986,0
3004,1987,0
3004,1988,0
3004,1989,0
3004,1990,0
3004,1991,0
3004,1992,0
3004,1993,0
3004,1994,0
3004,1995,0
3004,1996,0
3004,1997,0
3004,1998,0
3004,1999,0
3004,2000,0
3004,2001,0
3004,2002,0
3004,2003,0
3004,2004,0
3004,2005,0
3004,2006,0
3004,2007,0
3004,2008,0
3004,2009,0
3004,2010,0
3004,2011,0
3004,2012,0
3004,2013,0
3004,2014,0
3004,2015,0
3004,2016,0
3004,2017,0
3004,2018,0
3004,2019,0
3004,2020,82385
3004,2021,83193
3004,2022,83892
3004,2023,84444
3004,2024,0
3004,2025,0
3004,2026,0
3005,1986,0
3005,1987,0
3005,1988,0
3005,1989,0
3005,1990,0
3005,1991,0
3005,1992,0
3005,1993,0
3005,1994,0
3005,1995,0
3005,1996,0
3005,1997,0
3005,1998,0
3005,1999,0
3005,2000,0
3005,2001,0
3005,2002,0
3005,2003,0
3005,2004,0
3005,2005,0
3005,2006,0
3005,2007,0
3005,2008,0
3005,2009,0
3005,2010,0
3005,2011,0
3005,2012,0
3005,2013,0
3005,2014,0
3005,2015,0
3005,2016,0
3005,2017,0
3005,2018,0
3005,2019,0
3005,2020,101386
3005,2021,101859
3005,2022,102273
3005,2023,103291
3005,2024,0
3005,2025,0
3005,2026,0
3006,1986,0
3006,1987,0
3006,1988,0
3006,1989,0
3006,1990,0
3006,1991,0
3006,1992,0
3006,1993,0
3006,1994,0
3006,1995,0
3006,1996,0
3006,1997,0
3006,1998,0
3006,1999,0
3006,2000,0
3006,2001,0
3006,2002,0
3006,2003,0
3006,2004,0
3006,2005,0
3006,2006,0
3006,2007,0
3006,2008,0
3006,2009,0
3006,2010,0
3006,2011,0
3006,2012,0
3006,2013,0
3006,2014,0
3006,2015,0
3006,2016,0
3006,2017,0
3006,2018,0
3006,2019,0
3006,2020,27723
3006,2021,27694
3006,2022,27879
3006,2023,28793
3006,2024,0
3006,2025,0
3006,2026,0
3007,1986,0
3007,1987,0
3007,1988,0
3007,1989,0
3007,1990,0
3007,1991,0
3007,1992,0
3007,1993,0
3007,1994,0
3007,1995,0
3007,1996,0
3007,1997,0
3007,1998,0
3007,1999,0
3007,2000,0
3007,2001,0
3007,2002,0
3007,2003,0
3007,2004,0
3007,2005,0
3007,2006,0
3007,2007,0
3007,2008,0
3007,2009,0
3007,2010,0
3007,2011,0
3007,2012,0
3007,2013,0
3007,2014,0
3007,2015,0
3007,2016,0
3007,2017,0
3007,2018,0
3007,2019,0
3007,2020,30641
3007,2021,30835
3007,2022,31011
3007,2023,31444
3007,2024,0
3007,2025,0
3007,2026,0
3011,1986,0
3011,1987,0
3011,1988,0
3011,1989,0
3011,1990,0
3011,1991,0
3011,1992,0
3011,1993,0
3011,1994,0
3011,1995,0
3011,1996,0
3011,1997,0
3011,1998,0
3011,1999,0
3011,2000,0
3011,2001,0
3011,2002,0
3011,2003,0
3011,2004,0
3011,2005,0
3011,2006,0
3011,2007,0
3011,2008,0
3011,2009,0
3011,2010,0
3011,2011,0
3011,2012,0
3011,2013,0
3011,2014,0
3011,2015,0
3011,2016,0
3011,2017,0
3011,2018,0
3011,2019,0
3011,2020,4668
3011,2021,4694
3011,2022,4741
3011,2023,4762
3011,2024,0
3011,2025,0
3011,2026,0
3012,1986,0
3012,1987,0
3012,1988,0
3012,1989,0
3012,1990,0
3012,1991,0
3012,1992,0
3012,1993,0
3012,1994,0
3012,1995,0
3012,1996,0
3012,1997,0
3012,1998,0
3012,1999,0
3012,2000,0
3012,2001,0
3012,2002,0
3012,2003,0
3012,2004,0
3012,2005,0
3012,2006,0
3012,2007,0
3012,2008,0
3012,2009,0
3012,2010,0
3012,2011,0
3012,2012,0
3012,2013,0
3012,2014,0
3012,2015,0
3012,2016,0
3012,2017,0
3012,2018,0
3012,2019,0
3012,2020,1325
3012,2021,1325
3012,2022,1315
3012,2023,1329
3012,2024,0
3012,2025,0
3012,2026,0
3013,1986,0
3013,1987,0
3013,1988,0
3013,1989,0
3013,1990,0
3013,1991,0
3013,1992,0
3013,1993,0
